,Date,Arrondissement,Valeur
415,2021-08-01,Sompérékou,22.34401968769538
416,2021-09-01,Sompérékou,22.43571227003863
417,2021-10-01,Sompérékou,22.601776006781225
418,2021-11-01,Sompérékou,19.959339130516867
419,2021-12-01,Sompérékou,18.152681853215334
420,2022-01-01,Sompérékou,18.035335032159786
421,2022-02-01,Sompérékou,21.223246169680976
422,2022-03-01,Sompérékou,24.46810154068118
423,2022-04-01,Sompérékou,26.2352005175027
424,2022-05-01,Sompérékou,25.554683459598273
425,2022-06-01,Sompérékou,23.790418689779184
426,2022-07-01,Sompérékou,22.779764093601923
427,2022-08-01,Sompérékou,22.36189577584459
428,2022-09-01,Sompérékou,22.431690190448954
429,2022-10-01,Sompérékou,22.793861795826047
430,2022-11-01,Sompérékou,20.03870182583297
431,2022-12-01,Sompérékou,17.956706094656237
432,2019-01-01,Soroko et Toura,17.96081035103159
433,2019-02-01,Soroko et Toura,20.913212070882874
434,2019-03-01,Soroko et Toura,24.53342867963347
435,2019-04-01,Soroko et Toura,26.11973859238055
436,2019-05-01,Soroko et Toura,25.575632031394257
437,2019-06-01,Soroko et Toura,23.861228744748423
438,2019-07-01,Soroko et Toura,22.762603894477312
439,2019-08-01,Soroko et Toura,22.223411537509776
440,2019-09-01,Soroko et Toura,22.25745729262208
441,2019-10-01,Soroko et Toura,22.951859110706536
442,2019-11-01,Soroko et Toura,19.980708673536817
443,2019-12-01,Soroko et Toura,17.528595450794903
444,2020-01-01,Soroko et Toura,18.201809730421502
445,2020-02-01,Soroko et Toura,20.818750492407815
446,2020-03-01,Soroko et Toura,24.24184375915283
447,2020-04-01,Soroko et Toura,26.503831984795635
448,2020-05-01,Soroko et Toura,25.579440802513975
449,2020-06-01,Soroko et Toura,23.764992608770612
450,2020-07-01,Soroko et Toura,22.784863610337425
451,2020-08-01,Soroko et Toura,22.344964150851897
452,2020-09-01,Soroko et Toura,22.44377717495649
453,2020-10-01,Soroko et Toura,22.534134813451
454,2020-11-01,Soroko et Toura,19.899535066556485
455,2020-12-01,Soroko et Toura,18.298723698038287
456,2021-01-01,Soroko et Toura,17.643012378252436
457,2021-02-01,Soroko et Toura,21.256915113816092
458,2021-03-01,Soroko et Toura,24.392100108419775
459,2021-04-01,Soroko et Toura,26.429760829028137
460,2021-05-01,Soroko et Toura,25.628781059854557
461,2021-06-01,Soroko et Toura,23.84869870847871
462,2021-07-01,Soroko et Toura,22.83007323747481
463,2021-08-01,Soroko et Toura,22.356472642712266
464,2021-09-01,Soroko et Toura,22.431416474034698
465,2021-10-01,Soroko et Toura,22.725857435807796
466,2021-11-01,Soroko et Toura,19.98307171499905
467,2021-12-01,Soroko et Toura,18.09176358820641
468,2022-01-01,Soroko et Toura,17.878460465976588
469,2022-02-01,Soroko et Toura,21.163243404182175
470,2022-03-01,Soroko et Toura,24.541313994292526
471,2022-04-01,Soroko et Toura,26.35368091605764
472,2022-05-01,Soroko et Toura,25.67948707103215
473,2022-06-01,Soroko et Toura,23.932771262964508
474,2022-07-01,Soroko et Toura,22.874635310084084
475,2022-08-01,Soroko et Toura,22.367923581902655
476,2022-09-01,Soroko et Toura,22.421285769348057
477,2022-10-01,Soroko et Toura,22.917133738483713
478,2022-11-01,Soroko et Toura,20.062110288119865
479,2022-12-01,Soroko et Toura,17.886957371706192
480,2019-01-01,Bagou,18.008177103825126
481,2019-02-01,Bagou,20.783782976496312
482,2019-03-01,Bagou,23.945508611833088
483,2019-04-01,Bagou,25.599460855471914
484,2019-05-01,Bagou,24.801667701386606
485,2019-06-01,Bagou,23.384275272940066
486,2019-07-01,Bagou,22.458873607444026
487,2019-08-01,Bagou,21.936783407212612
488,2019-09-01,Bagou,21.996779461811258
489,2019-10-01,Bagou,22.443755738193538
490,2019-11-01,Bagou,19.50369524736956
491,2019-12-01,Bagou,17.385202788656393
492,2020-01-01,Bagou,18.22751949958897
493,2020-02-01,Bagou,20.707362753633433
494,2020-03-01,Bagou,23.69649449335967
495,2020-04-01,Bagou,25.941673937929046
496,2020-05-01,Bagou,24.827828410742708
497,2020-06-01,Bagou,23.293308753544856
498,2020-07-01,Bagou,22.509869015324433
499,2020-08-01,Bagou,22.077885374603518
500,2020-09-01,Bagou,22.1594585354653
501,2020-10-01,Bagou,22.060141245757038
502,2020-11-01,Bagou,19.50529577829017
503,2020-12-01,Bagou,18.016011479761488
504,2021-01-01,Bagou,17.773924578608824
505,2021-02-01,Bagou,21.133850468940796
506,2021-03-01,Bagou,23.846326584114156
507,2021-04-01,Bagou,25.895539180563567
508,2021-05-01,Bagou,24.883890907540383
509,2021-06-01,Bagou,23.389463208142402
510,2021-07-01,Bagou,22.559694072140974
511,2021-08-01,Bagou,22.096825782767507
512,2021-09-01,Bagou,22.169196652582226
513,2021-10-01,Bagou,22.2547873194794
514,2021-11-01,Bagou,19.5746516933312
515,2021-12-01,Bagou,17.869709374868027
516,2022-01-01,Bagou,17.989099714008045
517,2022-02-01,Bagou,21.058122343704845
518,2022-03-01,Bagou,23.995446058429113
519,2022-04-01,Bagou,25.8475235899139
520,2022-05-01,Bagou,24.94124578671621
521,2022-06-01,Bagou,23.485879339740162
522,2022-07-01,Bagou,22.60877466702861
523,2022-08-01,Bagou,22.115858596620104
524,2022-09-01,Bagou,22.1810480182144
525,2022-10-01,Bagou,22.44878838075171
526,2022-11-01,Bagou,19.64019285894729
527,2022-12-01,Bagou,17.725457955350855
528,2019-01-01,Gounarou,17.874122210744094
529,2019-02-01,Gounarou,20.727245382636514
530,2019-03-01,Gounarou,24.054788495938624
531,2019-04-01,Gounarou,25.752688420330855
532,2019-05-01,Gounarou,24.91869295807734
533,2019-06-01,Gounarou,23.49202983607598
534,2019-07-01,Gounarou,22.589079303742036
535,2019-08-01,Gounarou,22.051593575085157
536,2019-09-01,Gounarou,22.060875945880415
537,2019-10-01,Gounarou,22.46700691091336
538,2019-11-01,Gounarou,19.365550671058873
539,2019-12-01,Gounarou,17.189785964685186
540,2020-01-01,Gounarou,18.08673685999485
541,2020-02-01,Gounarou,20.651656300804778
542,2020-03-01,Gounarou,23.804966923143645
543,2020-04-01,Gounarou,26.087006598504026
544,2020-05-01,Gounarou,24.947216471768133
545,2020-06-01,Gounarou,23.42114831348257
546,2020-07-01,Gounarou,22.62282144203075
547,2020-08-01,Gounarou,22.189165438790013
548,2020-09-01,Gounarou,22.226593656253197
549,2020-10-01,Gounarou,22.08352646845066
550,2020-11-01,Gounarou,19.354024193203312
551,2020-12-01,Gounarou,17.820112946169804
